date,price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,yr_built,yr_renovated,street,city,statezip,country
2014-05-12 00:00:00,255000.0,2.0,1.0,1220,1.0,0,0,3,1910,2006,3017 SW Hinds St,Seattle,WA 98126,USA
2014-05-12 00:00:00,1575000.0,5.0,2.75,3650,1.0,0,0,4,1975,0,1216 86th Ave NE,Bellevue,WA 98004,USA
2014-05-12 00:00:00,876650.0,3.0,3.25,2170,1.5,0,0,5,1928,1970,4436-4446 W Mercer Way,Mercer Island,WA 98040,USA
2014-05-12 00:00:00,540000.0,4.0,2.25,2540,1.0,0,0,3,1990,2009,31907 NE 139th St,Duvall,WA 98019,USA
2014-05-12 00:00:00,350000.0,2.0,1.0,910,1.5,0,0,4,1906,1990,4430 Letitia Ave S,Seattle,WA 98118,USA
2014-05-12 00:00:00,750000.0,4.0,2.5,2980,2.0,0,0,3,2000,0,16512 SE 64th Pl,Bellevue,WA 98006,USA
2014-05-12 00:00:00,582000.0,4.0,1.75,2120,1.0,0,1,3,1951,1994,9214 Cyrus Ave NW,Seattle,WA 98117,USA
2014-05-12 00:00:00,1315000.0,4.0,3.5,3460,2.0,0,0,3,2004,2003,2346 N 59th St,Seattle,WA 98103,USA
2014-05-12 00:00:00,372500.0,5.0,3.0,2480,1.0,0,0,3,2004,2003,5537 S 119th St,Seattle,WA 98178,USA
2014-05-12 00:00:00,410000.0,3.0,2.25,2200,2.0,0,0,3,1987,2000,21709 SE 255th Pl,Maple Valley,WA 98038,USA
2014-05-12 00:00:00,360000.0,4.0,2.0,1730,1.0,0,0,5,1943,0,7953 14th Ave SW,Seattle,WA 98106,USA
2014-05-12 00:00:00,1015000.0,3.0,2.5,2920,1.0,0,4,4,1954,1983,5220 SW Pritchard St,Seattle,WA 98116,USA
2014-05-12 00:00:00,225000.0,3.0,1.0,990,1.0,0,0,4,1966,0,16411 120th Ave SE,Renton,WA 98058,USA
2014-05-12 00:00:00,647000.0,4.0,2.5,3040,2.0,0,0,3,1999,0,215 243rd Ave SE,Sammamish,WA 98074,USA
2014-05-12 00:00:00,950000.0,5.0,3.0,4530,1.5,0,0,4,2003,0,20325 NE 198th St,Woodinville,WA 98077,USA
2014-05-12 00:00:00,185000.0,3.0,1.5,1370,1.0,0,0,4,1961,2001,2420 Dogwood St SE,Auburn,WA 98092,USA
2014-05-12 00:00:00,335000.0,3.0,2.5,1940,2.0,0,0,3,2004,2003,17217 Woodside Dr SE,Renton,WA 98058,USA
2014-05-12 00:00:00,210000.0,3.0,2.5,1040,2.0,0,0,3,2004,2003,5145 S Roxbury St,Seattle,WA 98118,USA
2014-05-12 00:00:00,522000.0,4.0,2.25,1800,1.0,0,0,4,1980,0,11725 NE 102nd Pl,Kirkland,WA 98033,USA
2014-05-12 00:00:00,770000.0,3.0,1.75,1720,1.0,0,0,3,1954,2014,1614 33rd Ave,Seattle,WA 98122,USA
2014-05-12 00:00:00,499950.0,3.0,1.0,980,1.0,0,0,3,1941,1994,1733 NE 88th St,Seattle,WA 98115,USA
2014-05-12 00:00:00,751000.0,4.0,2.5,3110,2.0,0,0,3,2004,2003,11461-11577 172nd Ave NE,Redmond,WA 98052,USA
2014-05-12 00:00:00,330000.0,5.0,3.0,2100,1.0,0,0,3,2013,1923,1047-1099 S 130th St,Burien,WA 98168,USA
2014-05-12 00:00:00,465000.0,3.0,1.5,2020,1.0,0,0,4,1956,0,11618 NE 65th St,Kirkland,WA 98033,USA
2014-05-12 00:00:00,850000.0,4.0,1.75,2350,1.0,0,0,4,1961,2001,8223 SE 71st St,Mercer Island,WA 98040,USA
2014-05-12 00:00:00,947500.0,4.0,2.25,3290,1.5,0,0,4,1968,0,9202 SE 46th St,Mercer Island,WA 98040,USA
2014-05-12 00:00:00,302000.0,5.0,2.25,2180,2.0,0,0,3,1986,0,26405 218th Ave SE,Maple Valley,WA 98038,USA
2014-05-12 00:00:00,500000.0,2.0,2.25,1290,3.0,0,0,3,2007,0,5900 20th Ave NW,Seattle,WA 98107,USA
2014-05-12 00:00:00,201000.0,3.0,1.0,1460,1.0,0,0,4,1969,0,30928 148th Ave SE,Kent,WA 98042,USA
2014-05-12 00:00:00,265000.0,2.0,1.0,1290,2.0,0,0,3,2008,0,23549 NE 111th St,Redmond,WA 98053,USA
2014-05-12 00:00:00,870300.0,4.0,2.5,2350,1.5,0,0,4,1910,0,4410 Burke Ave N,Seattle,WA 98103,USA
2014-05-12 00:00:00,339000.0,3.0,1.0,1080,1.0,0,0,4,1955,2009,20248 20th Ave NE,Shoreline,WA 98155,USA
2014-05-12 00:00:00,690000.0,4.0,2.5,2670,2.0,0,0,4,1989,0,24127 SE 45th Pl,Issaquah,WA 98029,USA
2014-05-12 00:00:00,788000.0,4.0,3.25,3680,2.0,0,0,3,2003,0,570 Wilderness Peak Dr NW,Issaquah,WA 98027,USA
2014-05-12 00:00:00,315275.0,3.0,1.75,1440,1.0,0,0,3,1951,1994,11521 22nd Ave NE,Seattle,WA 98125,USA
2014-05-12 00:00:00,505000.0,4.0,1.75,1940,1.0,0,0,5,1922,1956,414 14th Ave,Seattle,WA 98122,USA
2014-05-12 00:00:00,368000.0,3.0,1.0,1280,1.0,0,0,3,1968,1997,13222 NE 193rd Pl,Woodinville,WA 98072,USA
2014-05-12 00:00:00,947500.0,3.0,2.75,2980,1.5,1,2,5,1917,0,Indian Trail,Burien,WA 98166,USA
2014-05-12 00:00:00,156000.0,3.0,1.0,970,1.0,0,0,3,1959,1989,29621 18th Ave S,Federal Way,WA 98003,USA
2014-05-12 00:00:00,610000.0,4.0,3.0,2110,1.5,0,2,4,1930,0,9319 45th Ave SW,Seattle,WA 98136,USA
2014-05-12 00:00:00,420000.0,2.0,2.5,1480,3.0,0,0,3,2009,0,8107 165th Ave NE,Redmond,WA 98052,USA
2014-05-12 00:00:00,192000.0,2.0,1.0,700,1.0,0,0,3,1953,0,124 SW 185th St,Normandy Park,WA 98166,USA
2014-05-12 00:00:00,910000.0,3.0,2.0,2700,1.0,0,0,4,1962,0,124 NE 61st St,Seattle,WA 98115,USA
2014-05-12 00:00:00,1300000.0,4.0,3.25,2330,2.0,0,3,3,1918,0,731 McGilvra Blvd E,Seattle,WA 98112,USA
2014-05-12 00:00:00,1346400.0,5.0,1.75,3380,1.0,0,0,4,1963,0,9640 NE 32nd St,Clyde Hill,WA 98004,USA
2014-05-12 00:00:00,840000.0,4.0,2.75,2600,1.5,0,0,3,1936,0,2455 Queen Anne Ave N,Seattle,WA 98109,USA
2014-05-12 00:00:00,300000.0,2.0,1.75,1360,1.0,0,0,3,1975,0,13730 2nd Ave NW,Seattle,WA 98177,USA
2014-05-12 00:00:00,505000.0,4.0,2.5,2780,1.0,0,0,3,1978,0,9311 NE 142nd St,Kirkland,WA 98034,USA
2014-05-12 00:00:00,110000.0,3.0,1.0,1250,1.0,0,0,5,1945,0,19693-19799 SE Maple Valley Hwy,Maple Valley,WA 98038,USA
2014-05-12 00:00:00,746000.0,3.0,2.5,2620,2.0,0,0,3,1992,0,16580 SE 57th Pl,Bellevue,WA 98006,USA
2014-05-12 00:00:00,211000.0,3.0,1.5,1350,1.0,0,0,5,1941,0,16251 12th Ave SW,Burien,WA 98166,USA
2014-05-12 00:00:00,675000.0,4.0,3.0,2400,1.0,0,0,4,1964,0,618 NW 49th St,Seattle,WA 98107,USA
2014-05-12 00:00:00,734200.0,4.0,2.5,2760,1.5,0,0,5,1928,1970,950 NW 60th St,Seattle,WA 98107,USA
2014-05-12 00:00:00,1225000.0,4.0,2.25,3070,1.0,0,3,3,1976,0,8434 W Mercer Way,Mercer Island,WA 98040,USA
2014-05-12 00:00:00,615000.0,2.0,1.75,2040,1.5,1,3,4,1919,1990,23014 Vashon Hwy SW,Vashon,WA 98070,USA
2014-05-12 00:00:00,630000.0,4.0,2.0,1770,2.0,0,0,5,1911,1981,3219 34th Ave W,Seattle,WA 98199,USA
2014-05-12 00:00:00,1264000.0,4.0,3.75,3490,2.0,0,0,3,2012,1912,10442 SE 13th St,Bellevue,WA 98004,USA
2014-05-12 00:00:00,301500.0,2.0,1.5,830,2.0,0,0,3,2005,0,5650 Fauntleroy Way SW,Seattle,WA 98136,USA
2014-05-12 00:00:00,369000.0,2.0,2.5,980,2.0,0,0,3,2009,0,1716 California Ave SW,Seattle,WA 98116,USA
2014-05-12 00:00:00,635000.0,3.0,2.5,1570,3.0,0,0,3,2010,0,7815 Stroud Ave N,Seattle,WA 98103,USA
2014-05-12 00:00:00,1033888.0,4.0,3.25,3270,2.0,0,0,3,2014,0,10774 155th Pl NE,Redmond,WA 98052,USA
2014-05-12 00:00:00,383000.0,4.0,2.5,2160,2.0,0,0,3,2010,0,22442-22446 Southeast 281st Court,Maple Valley,WA 98038,USA
2014-05-12 00:00:00,1050000.0,4.0,3.75,3280,2.0,0,0,3,2008,0,1313 4th St,Kirkland,WA 98033,USA
2014-05-13 00:00:00,455000.0,4.0,2.5,3360,2.0,0,0,3,2001,0,18416 172nd Ct SE,Renton,WA 98058,USA
2014-05-13 00:00:00,819900.0,5.0,2.75,3150,2.0,0,0,3,2013,1923,8082-8160 142nd Ave NE,Redmond,WA 98052,USA
2014-05-13 00:00:00,625000.0,3.0,3.5,1810,2.0,0,0,4,2009,0,512-598 21st Ave,Seattle,WA 98122,USA
2014-05-13 00:00:00,651000.0,4.0,2.5,2740,2.0,0,0,3,1993,0,2476 239th Pl NE,Sammamish,WA 98074,USA
2014-05-13 00:00:00,480000.0,5.0,4.75,3830,1.0,0,0,3,1976,0,18125 194th Ave NE,Woodinville,WA 98077,USA
2014-05-13 00:00:00,757000.0,3.0,3.25,3190,2.0,0,0,3,2007,0,2065 NE Nelson Ln,Issaquah,WA 98029,USA
2014-05-13 00:00:00,460000.0,3.0,2.25,2350,1.0,0,0,3,1977,2004,15801 63rd Ave NE,Kenmore,WA 98028,USA
2014-05-13 00:00:00,267345.0,4.0,2.25,2510,1.0,0,0,4,1972,0,2831 SW 327th St,Federal Way,WA 98023,USA
2014-05-13 00:00:00,530000.0,2.0,2.0,1680,1.0,0,0,3,2006,0,23726 NE 134th Pl,Redmond,WA 98053,USA
2014-05-13 00:00:00,449500.0,3.0,2.0,1770,1.0,0,0,4,1954,1979,19293 Stone Ave N,Shoreline,WA 98133,USA
2014-05-13 00:00:00,289000.0,3.0,1.0,1090,1.0,0,0,5,1981,0,4018 NE 6th Ct,Renton,WA 98056,USA
2014-05-13 00:00:00,373000.0,5.0,2.5,3001,2.0,0,0,3,2006,0,25523 123rd Pl SE,Kent,WA 98030,USA
2014-05-13 00:00:00,525000.0,5.0,3.0,2450,2.0,0,0,3,1994,0,7349 24th Ave NW,Seattle,WA 98117,USA
2014-05-13 00:00:00,777000.0,3.0,3.25,3610,2.0,0,0,3,2003,0,18913 SE 63rd Pl,Issaquah,WA 98027,USA
2014-05-13 00:00:00,550000.0,4.0,2.0,2250,1.0,0,0,5,1956,0,2448 137th Ave SE,Bellevue,WA 98005,USA
2014-05-13 00:00:00,523000.0,3.0,1.5,1240,1.0,0,0,4,1957,2001,1020 163rd Ave SE,Bellevue,WA 98008,USA
2014-05-13 00:00:00,628000.0,4.0,2.0,2260,1.0,0,0,3,1958,2004,8028 27th Ave NE,Seattle,WA 98115,USA
2014-05-13 00:00:00,581000.0,4.0,1.75,2090,1.0,0,0,4,1963,0,7408 138th Pl NE,Redmond,WA 98052,USA
2014-05-13 00:00:00,245000.0,5.0,1.75,2020,1.0,0,0,3,1962,2003,10412 Aqua Way S,Seattle,WA 98168,USA
2014-05-13 00:00:00,415000.0,3.0,1.75,1960,1.0,0,0,5,1911,1984,4958 12th Ave S,Seattle,WA 98108,USA
2014-05-13 00:00:00,1895000.0,5.0,2.25,3120,2.0,0,0,4,1969,0,9045 NE 40th Pl,Yarrow Point,WA 98004,USA
2014-05-13 00:00:00,225000.0,3.0,1.5,1250,1.0,0,0,3,1967,2011,1405 E Maple St,Kent,WA 98030,USA
2014-05-13 00:00:00,287000.0,3.0,2.25,1490,1.0,0,0,4,1987,0,27020 NE Ring St,Duvall,WA 98019,USA
2014-05-13 00:00:00,799200.0,6.0,3.0,2890,2.5,0,0,3,1906,2014,420 Boylston Ave E,Seattle,WA 98102,USA
2014-05-13 00:00:00,239950.0,3.0,1.0,1900,1.5,0,0,4,1942,1982,36400-36452 51st Ave S,Auburn,WA 98001,USA
2014-05-13 00:00:00,591000.0,3.0,1.75,1680,1.0,0,0,5,1922,1956,1600-1608 25th Ave,Seattle,WA 98122,USA
2014-05-13 00:00:00,700000.0,3.0,2.5,2030,2.0,0,0,4,1975,0,18307 NE 19th Pl,Bellevue,WA 98008,USA
2014-05-13 00:00:00,475000.0,4.0,2.5,3740,1.0,0,0,3,2004,2003,16700 SE 161st St,Renton,WA 98058,USA
2014-05-13 00:00:00,575000.0,3.0,1.75,1580,1.0,0,0,4,1951,1999,5461 S Othello St,Seattle,WA 98118,USA
2014-05-13 00:00:00,771000.0,3.0,2.25,1780,1.5,0,0,4,1927,0,171 Lake Washington Blvd,Seattle,WA 98122,USA
2014-05-13 00:00:00,155000.0,2.0,1.0,910,1.0,0,0,3,1943,2002,4812 S Chicago St,Seattle,WA 98118,USA
2014-05-13 00:00:00,550000.0,7.0,4.0,3440,2.0,0,0,3,1970,2014,718 N 95th St,Seattle,WA 98103,USA
2014-05-13 00:00:00,645000.0,3.0,2.5,1740,2.0,0,0,4,1975,0,1673 Rosemont Blvd,Bellevue,WA 98008,USA
2014-05-13 00:00:00,464000.0,5.0,2.5,3400,1.0,0,0,4,1959,0,14700 Burke Ave N,Shoreline,WA 98133,USA
2014-05-13 00:00:00,1050000.0,4.0,3.25,4400,2.0,0,0,3,2003,0,27747 SE 24th Way,Sammamish,WA 98075,USA
2014-05-13 00:00:00,350000.0,3.0,2.5,2010,2.0,0,0,3,1977,2004,10711 SW 111th Pl,Vashon,WA 98070,USA
2014-05-13 00:00:00,591000.0,4.0,2.25,2710,2.0,0,0,4,1977,0,19615 182nd Ave NE,Woodinville,WA 98077,USA
2014-05-13 00:00:00,2555000.0,4.0,2.5,5300,2.0,1,2,2,1923,0,4437 55th Ave NE,Seattle,WA 98105,USA
2014-05-13 00:00:00,717000.0,3.0,1.5,1310,1.0,0,0,3,1956,2001,7325 Earl Ave NW,Seattle,WA 98117,USA
2014-05-13 00:00:00,225000.0,4.0,1.5,1950,1.5,0,0,3,1939,1969,4030-4198 S 186th St,SeaTac,WA 98188,USA
2014-05-13 00:00:00,225000.0,3.0,1.0,1040,1.0,0,0,3,1947,2012,12446 21st Ave S,Seattle,WA 98168,USA
2014-05-13 00:00:00,345000.0,3.0,1.75,1090,1.0,0,0,3,1968,1997,12033 NE 136th Pl,Kirkland,WA 98034,USA
2014-05-13 00:00:00,230000.0,2.0,0.75,650,1.0,0,0,4,1931,0,13540 Burke Ave N,Seattle,WA 98133,USA
2014-05-13 00:00:00,385000.0,3.0,2.0,1480,1.0,0,2,3,1943,2002,4115 SW 106th St,Seattle,WA 98146,USA
2014-05-13 00:00:00,90000.0,2.0,1.0,790,1.0,0,0,3,1973,2013,14710 122nd Pl NE,Kirkland,WA 98034,USA
2014-05-13 00:00:00,860000.0,4.0,2.5,3560,1.0,0,2,3,1986,0,3883 112th Ave NE,Bellevue,WA 98004,USA
2014-05-13 00:00:00,675000.0,4.0,2.5,3000,2.0,0,0,3,2006,0,11409 SE 71st Pl,Newcastle,WA 98056,USA
2014-05-13 00:00:00,975000.0,4.0,2.5,3490,2.0,0,3,3,2000,0,4902 159th Pl SE,Bellevue,WA 98006,USA
2014-05-13 00:00:00,780000.0,3.0,1.75,2340,1.0,0,0,4,1967,0,8421 SE 72nd Pl,Mercer Island,WA 98040,USA
2014-05-13 00:00:00,370000.0,3.0,1.75,1650,1.0,0,0,5,1951,0,18015 25th Ave NE,Shoreline,WA 98155,USA
2014-05-13 00:00:00,665000.0,3.0,2.0,1940,1.5,0,0,5,1944,0,324 NW 48th St,Seattle,WA 98107,USA
2014-05-13 00:00:00,675000.0,5.0,3.0,3410,1.0,0,0,4,1968,0,2830 177th Ave NE,Redmond,WA 98052,USA
2014-05-13 00:00:00,620000.0,3.0,1.0,1710,1.5,0,0,3,1909,2004,6101-6149 Corliss Ave N,Seattle,WA 98103,USA
2014-05-13 00:00:00,1105000.0,4.0,1.5,2740,2.0,0,0,5,1905,0,1707-1713 3rd Ave N,Seattle,WA 98109,USA
2014-05-13 00:00:00,450000.0,3.0,2.75,1250,2.0,0,0,3,2010,0,2301 California Ave SW,Seattle,WA 98116,USA
2014-05-13 00:00:00,450000.0,3.0,2.25,2450,1.0,0,0,4,1978,2000,17081-17183 SE Wax Rd,Covington,WA 98042,USA
2014-05-13 00:00:00,530000.0,3.0,1.75,1690,1.0,0,0,4,1958,1972,2711 126th Ave SE,Bellevue,WA 98005,USA
2014-05-13 00:00:00,635000.0,4.0,1.75,1950,1.0,0,0,4,1969,0,15018 NE 10th Pl,Bellevue,WA 98007,USA
2014-05-13 00:00:00,580000.0,5.0,2.0,2290,1.0,0,0,3,1964,2000,16541 NE 27th Pl,Bellevue,WA 98008,USA
2014-05-13 00:00:00,1550000.0,5.0,3.25,3370,1.0,0,2,5,1982,0,8126-8196 Forest Ave SE,Mercer Island,WA 98040,USA
2014-05-13 00:00:00,285000.0,3.0,1.0,1090,1.0,0,0,4,1973,0,16014 16th Ave SW,Burien,WA 98166,USA
2014-05-13 00:00:00,375000.0,3.0,1.0,1190,1.0,0,0,4,1953,1983,217 SW 191st St,Normandy Park,WA 98166,USA
2014-05-13 00:00:00,1400000.0,5.0,4.25,3530,2.0,0,0,3,2001,0,2278 72nd Ave SE,Mercer Island,WA 98040,USA
2014-05-13 00:00:00,560000.0,3.0,1.0,1440,2.0,0,0,3,1910,2006,6206 Phinney Ave N,Seattle,WA 98103,USA
2014-05-13 00:00:00,405000.0,4.0,1.75,2180,1.0,0,0,3,1956,2001,16722 32nd Pl NE,Lake Forest Park,WA 98155,USA
2014-05-13 00:00:00,413000.0,4.0,1.0,1410,1.0,0,0,3,1925,2002,4118 32nd Ave SW,Seattle,WA 98126,USA
2014-05-13 00:00:00,287600.0,3.0,2.5,1950,2.0,0,0,3,1990,2009,4222 S 288th Pl,Auburn,WA 98001,USA
2014-05-13 00:00:00,1680000.0,5.0,3.25,4860,2.0,0,2,4,1989,0,9250 SE 36th Pl,Mercer Island,WA 98040,USA
2014-05-13 00:00:00,225000.0,3.0,1.0,1660,1.0,0,0,3,1963,2008,29140 42nd Ave S,Auburn,WA 98001,USA
2014-05-13 00:00:00,319000.0,3.0,1.0,1390,1.0,0,0,4,1968,0,15846 196th Pl NE,Woodinville,WA 98077,USA
2014-05-13 00:00:00,322500.0,3.0,2.0,1350,1.0,0,0,3,1989,0,14405 274th Ct NE,Duvall,WA 98019,USA
2014-05-13 00:00:00,570000.0,3.0,2.0,1530,1.0,0,0,4,1937,0,7741 22nd Ave NE,Seattle,WA 98115,USA
2014-05-13 00:00:00,465000.0,3.0,1.5,1270,1.0,0,0,3,1950,2005,3616 NE 65th St,Seattle,WA 98115,USA
2014-05-13 00:00:00,435000.0,4.0,2.25,2140,2.0,0,0,3,2002,0,7125 Silent Creek Ave SE,Snoqualmie,WA 98065,USA
2014-05-13 00:00:00,502000.0,4.0,2.5,2040,2.0,0,0,3,2012,1912,7617 NE 201st Pl,Kenmore,WA 98028,USA
2014-05-13 00:00:00,525000.0,3.0,3.5,2876,2.0,0,0,3,2007,0,12467 NE 171st Pl,Woodinville,WA 98072,USA
2014-05-13 00:00:00,525000.0,3.0,2.5,1580,2.0,0,0,3,2008,0,213 26th Ave E,Seattle,WA 98112,USA
2014-05-13 00:00:00,660000.0,4.0,3.5,3400,2.0,0,0,3,2012,1912,9314 Ash Ave SE,Snoqualmie,WA 98065,USA
2014-05-13 00:00:00,870000.0,4.0,2.5,3520,2.5,0,0,3,2006,0,7921 45th Ave SW,Seattle,WA 98136,USA
2014-05-13 00:00:00,650000.0,4.0,2.5,2210,2.0,0,0,3,2013,1923,615 NW 92nd St,Seattle,WA 98117,USA
2014-05-13 00:00:00,505000.0,4.0,2.5,2790,2.0,0,0,3,2009,0,5138 NE 8th St,Renton,WA 98059,USA
2014-05-13 00:00:00,330000.0,3.0,2.5,1450,1.0,0,0,3,2007,0,6544 18th Ave SW,Seattle,WA 98106,USA
2014-05-14 00:00:00,385000.0,4.0,1.75,1620,1.0,0,0,4,1947,1988,10037 Interlake Ave N,Seattle,WA 98133,USA
2014-05-14 00:00:00,306000.0,3.0,1.5,1220,3.0,0,0,3,2007,0,353 N 105th St,Seattle,WA 98133,USA
2014-05-14 00:00:00,546000.0,3.0,1.75,2000,1.0,0,0,4,1921,0,7730 33rd Ave NW,Seattle,WA 98117,USA
2014-05-14 00:00:00,925000.0,4.0,2.5,2190,2.5,0,0,5,1958,0,3446 77th Ave SE,Mercer Island,WA 98040,USA
2014-05-14 00:00:00,542000.0,4.0,1.75,1900,1.0,0,0,4,1955,2009,3810 145th Ave SE,Bellevue,WA 98006,USA
2014-05-14 00:00:00,800000.0,3.0,1.0,1700,1.5,0,0,4,1906,1990,1109 32nd Ave,Seattle,WA 98122,USA
2014-05-14 00:00:00,620000.0,5.0,2.5,2540,2.0,0,0,5,1929,0,7558 32nd Ave NW,Seattle,WA 98117,USA
2014-05-14 00:00:00,175000.0,2.0,1.0,1170,1.0,0,2,3,1911,1979,921 S 223rd St,Des Moines,WA 98198,USA
2014-05-14 00:00:00,740000.0,5.0,5.0,5774,1.0,0,2,3,1984,0,28511 10th Ave S,Federal Way,WA 98003,USA
2014-05-14 00:00:00,345000.0,3.0,2.25,2120,2.0,0,0,3,1984,0,14319 165th Pl SE,Renton,WA 98059,USA
2014-05-14 00:00:00,510000.0,3.0,1.75,2170,1.0,0,0,3,1986,0,721 222nd Pl NE,Sammamish,WA 98074,USA
2014-05-14 00:00:00,530000.0,4.0,2.75,2450,1.0,0,0,5,1974,0,404 SW 197th St,Normandy Park,WA 98166,USA
2014-05-14 00:00:00,155000.0,2.0,1.0,700,1.0,0,0,5,1952,1998,475-547 Monroe Ave NE,Renton,WA 98056,USA
2014-05-14 00:00:00,266000.0,3.0,2.5,1780,1.0,0,0,4,1986,0,26205 119th Dr SE,Kent,WA 98030,USA
2014-05-14 00:00:00,257200.0,3.0,2.0,1850,1.0,0,0,4,1952,0,200 Pike St SE,Auburn,WA 98002,USA
2014-05-14 00:00:00,265000.0,3.0,2.0,1570,1.0,0,0,3,1998,2006,11549 SE 319th Pl,Auburn,WA 98092,USA
2014-05-14 00:00:00,372220.0,3.0,1.0,1290,1.0,0,0,3,1951,1994,4607 SW Cloverdale St,Seattle,WA 98136,USA
2014-05-14 00:00:00,337500.0,5.0,2.0,1700,1.0,0,0,3,1956,2001,6000-6048 22nd Ave S,Seattle,WA 98108,USA
2014-05-14 00:00:00,582500.0,2.0,1.5,1159,1.0,0,0,3,1948,1994,4254 33rd Ave W,Seattle,WA 98199,USA
2014-05-14 00:00:00,489200.0,3.0,2.75,1850,1.5,0,0,5,1965,0,8622 NE 139th St,Kirkland,WA 98034,USA
2014-05-14 00:00:00,405100.0,2.0,1.0,840,1.0,0,0,3,1947,2012,2901 W Elmore St,Seattle,WA 98199,USA
2014-05-14 00:00:00,372977.0,3.0,2.5,1690,2.0,0,0,3,2014,0,2500 Mulberry Walk NE,Issaquah,WA 98029,USA
2014-05-14 00:00:00,310000.0,3.0,1.0,1050,1.0,0,0,3,1953,0,18527 Kenlake Pl NE,Kenmore,WA 98028,USA
2014-05-14 00:00:00,538000.0,3.0,1.75,1400,1.5,0,0,4,1904,0,6917 28th Ave NW,Seattle,WA 98117,USA
2014-05-14 00:00:00,1400000.0,3.0,2.5,2550,2.0,0,2,3,1981,2013,316 Lake Washington Blvd S,Seattle,WA 98144,USA
2014-05-14 00:00:00,317000.0,3.0,2.5,1840,2.0,0,0,3,2012,1912,21560 SE 275th Ct,Maple Valley,WA 98038,USA
2014-05-14 00:00:00,702500.0,3.0,1.5,2360,2.0,0,0,5,1926,0,2145 N 88th St,Seattle,WA 98103,USA
2014-05-14 00:00:00,565000.0,4.0,2.5,2240,2.0,0,0,4,1989,0,13547 SE 83rd St,Newcastle,WA 98059,USA
2014-05-14 00:00:00,723000.0,4.0,2.5,2700,2.0,0,0,3,2004,2003,2363 30th Ave NE,Issaquah,WA 98029,USA
2014-05-14 00:00:00,766950.0,3.0,2.5,3030,1.5,0,0,4,1992,0,15905 Saybrook Dr NE,Woodinville,WA 98077,USA
2014-05-14 00:00:00,682000.0,3.0,1.75,1830,1.5,0,2,5,1903,0,322 16th Ave,Seattle,WA 98122,USA
