date,price,bedrooms,bathrooms,sqft_living,floors,waterfront,condition,yr_built,street,city,statezip,country
2014-06-10 00:00:00,1230000.0,4.0,2.5,3040,2.0,0,3,2001,7024 SE 20th St,Mercer Island,WA 98040,USA
2014-07-01 00:00:00,1060000.0,4.0,2.5,4570,2.0,0,3,1990,1630 204th Pl NE,Sammamish,WA 98074,USA
2014-06-09 00:00:00,400000.0,4.0,3.5,2370,2.5,0,3,2013,3704 NE 14th St,Renton,WA 98056,USA
2014-06-23 00:00:00,165000.0,3.0,1.0,1200,1.0,0,3,1943,14301 Interurban Ave S,Tukwila,WA 98168,USA
2014-06-20 00:00:00,1135000.0,6.0,4.25,6900,2.0,0,4,2002,16903 246th Ave NE,Woodinville,WA 98077,USA
2014-07-09 00:00:00,550000.0,4.0,1.0,1440,1.5,0,4,1924,3822 42nd Ave SW,Seattle,WA 98116,USA
2014-06-25 00:00:00,276900.0,3.0,1.0,1270,1.0,0,4,1958,1711 Monroe Ave NE,Renton,WA 98056,USA
2014-05-27 00:00:00,540000.0,4.0,4.25,1960,2.0,0,3,1940,2113 41st Ave SW,Seattle,WA 98116,USA
2014-05-23 00:00:00,149000.0,3.0,1.0,1700,1.0,0,3,1955,12701 2nd Ave SW,Seattle,WA 98146,USA
2014-05-15 00:00:00,312000.0,3.0,2.25,1490,2.0,0,3,2009,5021 Delridge Way SW,Seattle,WA 98106,USA
2014-05-20 00:00:00,317061.875,3.0,1.75,1280,1.0,0,4,1969,14201-14211 146th Pl SE,Renton,WA 98059,USA
2014-06-26 00:00:00,471000.0,2.0,1.75,1240,1.0,0,5,1924,6528 37th Ave SW,Seattle,WA 98126,USA
2014-06-20 00:00:00,905000.0,4.0,3.5,2970,2.0,0,3,1997,9400 SE 47th St,Mercer Island,WA 98040,USA
2014-06-19 00:00:00,352450.0,3.0,2.0,1430,1.0,0,5,1945,17510 12th Ave NE,Shoreline,WA 98155,USA
2014-05-21 00:00:00,1506000.0,4.0,3.25,3660,2.5,0,3,1909,1020 15th Ave E,Seattle,WA 98112,USA
2014-05-12 00:00:00,235000.0,1.0,1.0,810,1.0,0,5,1941,9413 34th Ave SW,Seattle,WA 98126,USA
2014-06-23 00:00:00,335000.0,1.0,1.0,720,1.0,0,3,1907,7325 18th Ave NW,Seattle,WA 98117,USA
2014-05-15 00:00:00,803100.0,4.0,2.5,3310,2.0,0,3,2004,19107 NE 64th Way,Redmond,WA 98052,USA
2014-06-06 00:00:00,402000.0,3.0,2.5,2700,1.0,0,4,1959,22728 10th Ave S,Des Moines,WA 98198,USA
2014-06-11 00:00:00,234000.0,3.0,2.0,1640,1.5,0,5,1910,28 M St NE,Auburn,WA 98002,USA
2014-05-15 00:00:00,465000.0,3.0,1.75,1410,1.0,0,3,1924,12215 Dayton Ave N,Seattle,WA 98133,USA
2014-06-25 00:00:00,352000.0,4.0,1.0,1530,1.0,0,3,1925,7940 12th Ave SW,Seattle,WA 98106,USA
2014-05-14 00:00:00,266000.0,3.0,2.5,1780,1.0,0,4,1986,26205 119th Dr SE,Kent,WA 98030,USA
2014-06-28 00:00:00,234000.0,3.0,1.0,1040,1.0,0,3,1983,26720 NE Stewart St,Duvall,WA 98019,USA
2014-05-14 00:00:00,310000.0,3.0,1.0,1050,1.0,0,3,1953,18527 Kenlake Pl NE,Kenmore,WA 98028,USA
2014-07-01 00:00:00,332888.0,2.0,2.5,1050,2.0,0,3,2007,101-115 26th Ave,Seattle,WA 98122,USA
2014-05-14 00:00:00,682000.0,3.0,1.75,1830,1.5,0,5,1903,322 16th Ave,Seattle,WA 98122,USA
2014-05-20 00:00:00,206000.0,4.0,2.0,1700,1.0,0,3,1978,606 5th St SE,Auburn,WA 98002,USA
2014-05-14 00:00:00,498000.0,4.0,2.75,2270,1.0,0,4,1973,12901 NE 136th St,Kirkland,WA 98034,USA
2014-07-09 00:00:00,507000.0,3.0,1.75,2140,1.0,0,5,1950,17295-17403 SE 192nd Dr,Renton,WA 98058,USA
2014-05-12 00:00:00,110000.0,3.0,1.0,1250,1.0,0,5,1945,19693-19799 SE Maple Valley Hwy,Maple Valley,WA 98038,USA
2014-06-05 00:00:00,700000.0,3.0,2.5,2050,2.0,0,3,2011,8708 12th Ave NW,Seattle,WA 98117,USA
2014-07-07 00:00:00,588000.0,3.0,2.0,1860,2.0,0,5,1908,8222 16th Ave NE,Seattle,WA 98115,USA
2014-06-17 00:00:00,430000.0,3.0,2.0,1730,1.0,0,3,1978,975-1005 Greenwood Blvd SW,Issaquah,WA 98027,USA
2014-05-21 00:00:00,619420.0,4.0,2.75,2450,2.0,0,4,1988,8537 135th Ave SE,Newcastle,WA 98059,USA
2014-06-26 00:00:00,772650.0,4.0,2.5,2660,1.0,0,3,1955,12345 SE 23rd Pl,Bellevue,WA 98005,USA
2014-06-13 00:00:00,305000.0,3.0,1.5,1210,1.0,0,4,1983,5445 17th Ave SW,Seattle,WA 98106,USA
2014-05-20 00:00:00,330000.0,3.0,1.0,1180,1.0,0,4,1959,8442-8514 WA-900,Issaquah,WA 98027,USA
2014-07-01 00:00:00,219950.0,3.0,1.5,1620,1.0,0,4,1967,17459 SE 262nd St,Covington,WA 98042,USA
2014-07-02 00:00:00,265000.0,4.0,3.0,1940,1.0,0,4,1948,15022 25th Ave NE,Shoreline,WA 98155,USA
2014-06-29 00:00:00,265000.0,3.0,1.0,1800,1.0,0,5,1957,600 Jefferson Ave NE,Renton,WA 98056,USA
2014-05-21 00:00:00,950000.0,5.0,3.75,5330,2.0,0,3,2006,832 Summerhill Ridge Dr NW,Issaquah,WA 98027,USA
2014-07-09 00:00:00,610000.0,3.0,2.5,2630,2.0,0,3,2001,9954 227th Way NE,Redmond,WA 98053,USA
2014-07-02 00:00:00,600000.0,5.0,2.0,2190,1.0,0,5,1965,14314 NE 72nd St,Redmond,WA 98052,USA
2014-06-27 00:00:00,355000.0,4.0,2.5,1890,2.0,0,3,1996,24920-24925 235th Way SE,Maple Valley,WA 98038,USA
2014-07-09 00:00:00,335500.0,3.0,1.0,1370,2.0,0,3,1930,12008 35th Ave NE,Seattle,WA 98125,USA
2014-06-03 00:00:00,590000.0,4.0,4.25,2360,2.0,0,4,1939,2862 S 354th Ln,Federal Way,WA 98003,USA
2014-05-26 00:00:00,880000.0,3.0,2.0,2130,1.0,0,4,1989,16704 162nd Ave NE,Woodinville,WA 98072,USA
2014-05-15 00:00:00,390000.0,3.0,2.5,2240,2.0,0,3,1996,15839 84th Ave NE,Kenmore,WA 98028,USA
2014-05-21 00:00:00,360000.0,3.0,2.5,1530,3.0,0,3,2009,933 N 97th St,Seattle,WA 98103,USA
2014-05-15 00:00:00,575000.0,4.0,2.5,3020,1.0,0,3,1979,4527-4553 NE 201st Pl,Lake Forest Park,WA 98155,USA
2014-06-17 00:00:00,465000.0,2.0,2.75,1430,2.0,0,3,2006,224 26th Ave E,Seattle,WA 98112,USA
2014-05-12 00:00:00,927000.0,4.0,2.75,3300,2.0,0,3,1953,9155 NE 21st Pl,Clyde Hill,WA 98004,USA
2014-07-07 00:00:00,378000.0,3.0,2.5,1601,3.0,0,3,2007,12341 10th Pl NE,Seattle,WA 98125,USA
2014-06-17 00:00:00,479000.0,2.0,2.25,1230,2.0,0,3,2004,106 24th Ave E,Seattle,WA 98112,USA
2014-06-02 00:00:00,789000.0,3.0,3.0,3740,2.0,0,3,1991,9900 SW Quartermaster Dr,Vashon,WA 98070,USA
2014-06-17 00:00:00,229950.0,3.0,2.0,1410,1.0,0,3,1983,14609 SE 195th Pl,Renton,WA 98058,USA
2014-07-08 00:00:00,362000.0,5.0,3.0,1810,2.0,0,3,1998,4519 33rd Ave S,Seattle,WA 98118,USA
2014-06-09 00:00:00,378500.0,2.0,1.0,730,1.0,0,3,1946,2048 NE 97th St,Seattle,WA 98115,USA
2014-06-09 00:00:00,475000.0,4.0,2.75,1980,1.0,0,5,1952,19523 53rd Ave NE,Lake Forest Park,WA 98155,USA
2014-06-23 00:00:00,459950.0,4.0,2.5,2000,2.0,0,3,2003,8928 NE 176th St,Bothell,WA 98011,USA
2014-07-02 00:00:00,512031.0,3.0,1.75,1540,1.0,0,3,1920,6528 3rd Ave NW,Seattle,WA 98117,USA
2014-06-17 00:00:00,250000.0,2.0,1.5,1088,2.0,0,3,1983,9603 NE 121st Ln,Kirkland,WA 98034,USA
2014-06-11 00:00:00,515000.0,3.0,2.5,3370,2.0,0,3,1951,15043 Densmore Ave N,Shoreline,WA 98133,USA
2014-06-17 00:00:00,204950.0,4.0,1.75,1740,1.0,0,3,1978,5108 SW 316th Pl,Federal Way,WA 98023,USA
2014-05-27 00:00:00,468000.0,2.0,1.0,1160,1.0,0,4,1942,3169 NE 85th St,Seattle,WA 98115,USA
2014-06-18 00:00:00,310000.0,4.0,2.5,2660,1.0,0,4,1960,820 S 300th St,Federal Way,WA 98003,USA
2014-06-19 00:00:00,240000.0,4.0,2.0,1790,1.0,0,4,1960,1009 S 229th Pl,Des Moines,WA 98198,USA
2014-07-02 00:00:00,0.0,3.0,1.0,1520,1.0,0,3,1956,2533 155th Pl SE,Bellevue,WA 98007,USA
2014-06-05 00:00:00,440000.0,3.0,1.0,1050,1.0,0,3,1900,6057-6061 50th Ave SW,Seattle,WA 98136,USA
2014-05-23 00:00:00,661254.0,4.0,4.0,2290,1.5,0,5,1940,2319 41st Ave SW,Seattle,WA 98116,USA
2014-06-26 00:00:00,1025000.0,4.0,3.5,3320,1.0,0,4,1977,8434 W Mercer Way,Mercer Island,WA 98040,USA
2014-06-13 00:00:00,299000.0,3.0,1.75,1180,1.0,0,5,1962,18438 SE 135th St,Renton,WA 98059,USA
2014-06-06 00:00:00,969990.0,4.0,2.5,4150,2.0,0,3,2014,3324 225th Ave SE,Sammamish,WA 98075,USA
2014-07-01 00:00:00,540000.0,3.0,1.75,2050,1.0,0,3,1984,22607 NE 14th Dr,Sammamish,WA 98074,USA
2014-05-20 00:00:00,467000.0,3.0,2.25,1270,2.0,0,3,2005,1427 NW 62nd St,Seattle,WA 98107,USA
2014-06-19 00:00:00,340000.0,3.0,2.5,2480,2.0,0,3,2004,18210 170th Pl SE,Renton,WA 98058,USA
2014-06-12 00:00:00,501000.0,3.0,1.75,1970,1.0,0,5,1976,8600-8604 NW 5th St,Renton,WA 98057,USA
2014-05-19 00:00:00,640000.0,2.0,2.25,1540,3.0,0,3,2007,1806 11th Ave,Seattle,WA 98122,USA
2014-05-14 00:00:00,160000.0,3.0,1.0,860,1.0,0,4,1963,27204 116th Pl SE,Kent,WA 98030,USA
2014-05-27 00:00:00,675000.0,3.0,2.5,2540,2.0,0,4,1940,12037 6th Ave NW,Seattle,WA 98177,USA
2014-06-30 00:00:00,427500.0,2.0,2.0,1090,3.0,0,3,2008,1700 Dexter Ave N,Seattle,WA 98109,USA
2014-06-16 00:00:00,385000.0,4.0,2.5,2960,2.0,0,3,2006,26920 229th Pl SE,Maple Valley,WA 98038,USA
2014-07-08 00:00:00,399500.0,4.0,1.75,1360,1.5,0,4,1928,5048 35th Ave SW,Seattle,WA 98126,USA
2014-06-09 00:00:00,345000.0,2.0,1.5,1340,2.0,0,3,2008,1718-1748 21st Ave S,Seattle,WA 98144,USA
2014-06-10 00:00:00,533112.0,4.0,2.75,2790,2.0,0,3,2013,1030 SE 10th St,North Bend,WA 98045,USA
2014-05-28 00:00:00,225000.0,3.0,2.5,1680,2.0,0,3,1994,30410 128th Pl SE,Auburn,WA 98092,USA
2014-06-30 00:00:00,327500.0,3.0,2.25,2310,2.0,0,3,1990,11103 SE 219th Pl,Kent,WA 98031,USA
2014-06-22 00:00:00,687000.0,4.0,2.5,2370,2.0,0,5,1966,13010 NE 74th St,Kirkland,WA 98033,USA
2014-05-13 00:00:00,780000.0,3.0,1.75,2340,1.0,0,4,1967,8421 SE 72nd Pl,Mercer Island,WA 98040,USA
2014-06-05 00:00:00,268500.0,4.0,2.5,2100,2.0,0,3,2006,12519 SE 236th Pl,Kent,WA 98031,USA
2014-05-20 00:00:00,500000.0,3.0,2.5,1210,3.0,0,3,2008,3903 Woodland Park Ave N,Seattle,WA 98103,USA
2014-06-05 00:00:00,495000.0,5.0,3.0,2440,1.0,0,3,2006,5954 24th Ave S,Seattle,WA 98108,USA
2014-06-02 00:00:00,686000.0,3.0,1.5,1840,2.0,0,5,1961,11727 9th Ave NW,Seattle,WA 98177,USA
2014-06-26 00:00:00,575000.0,5.0,3.0,3690,1.0,0,3,1960,23444 10th Ave S,Des Moines,WA 98198,USA
2014-06-02 00:00:00,610000.0,5.0,2.5,3990,1.0,0,4,1962,431 26th Ave E,Seattle,WA 98112,USA
2014-07-08 00:00:00,455000.0,4.0,3.5,3440,2.0,0,4,2002,21625 4th Ave S,Normandy Park,WA 98198,USA
2014-06-30 00:00:00,635000.0,3.0,2.5,3350,2.0,0,3,2005,10068 NE 142nd Pl,Kirkland,WA 98034,USA
2014-06-28 00:00:00,475000.0,3.0,2.5,1700,1.0,0,3,1998,7318 36th Ave SW,Seattle,WA 98126,USA
2014-07-02 00:00:00,305000.0,3.0,1.0,1580,1.0,0,3,1962,12633 SE 158th St,Renton,WA 98058,USA
2014-07-08 00:00:00,315000.0,2.0,1.0,1080,1.0,0,4,1919,4820 12th Ave S,Seattle,WA 98108,USA
2014-06-02 00:00:00,275000.0,3.0,2.0,1380,1.0,0,3,2008,24031 SE 262nd Pl,Maple Valley,WA 98038,USA
2014-05-21 00:00:00,260000.0,6.0,2.0,2220,1.0,0,3,1977,142 11th St SE,Auburn,WA 98002,USA
2014-05-21 00:00:00,744000.0,4.0,2.75,2830,2.0,0,3,1998,26592 SE 15th St,Sammamish,WA 98075,USA
2014-05-23 00:00:00,255000.0,3.0,2.0,1490,1.5,0,3,1984,11405 SE 229th St,Kent,WA 98031,USA
2014-05-20 00:00:00,380000.0,4.0,3.0,2800,2.0,0,3,2002,24729 SE 276th Pl,Maple Valley,WA 98038,USA
2014-06-23 00:00:00,345000.0,3.0,1.5,1420,2.0,0,3,2008,1707 22nd Ave S,Seattle,WA 98144,USA
2014-05-12 00:00:00,0.0,5.0,4.5,4630,2.0,0,3,2006,6925 Oakmont Ave SE,Snoqualmie,WA 98065,USA
2014-07-08 00:00:00,485000.0,4.0,2.25,1900,1.0,0,3,1977,11042 31st Ave SW,Seattle,WA 98146,USA
2014-06-19 00:00:00,464000.0,3.0,1.0,1320,2.0,0,3,1900,316 35th Ave,Seattle,WA 98122,USA
2014-06-25 00:00:00,762000.0,4.0,3.5,4000,2.0,0,3,2007,34006 SE Salal St,Snoqualmie,WA 98065,USA
